zotero_key,pub_date,emission_title,Date,Item Type,Title,Guest,Publication Title,Url,hashtag_emission,hashtag_candidat,Publisher,twitch_id,twitter_pathfile,titre,list_youtube_id
7WQQT5ZG,,,2022-04-02,tvBroadcast,Questions de Confiance : Poutou,"Poutou, Philippe",Questions de Confiance,,#QuestionsDeConfiance|#Poutou|#Poutou2022|,,RMC/BFMTV,,,questionsdeconfiancepoutou,
AQRUE49H,,,2022-04-03,radioBroadcast,L'invité de 8h20 : Poutou,"Poutou, Philippe",L'invité de 8h20,,#Le79Inter|#Poutou|#Poutou2022,,France Inter,,,linvitéde8h20poutou,7f50b0d7-7e42-4e92-baab-50f892381e32
WDE8SWS6,,,2022-04-04,tvBroadcast,"2022, le compte à rebours: Hidalgo","Hidalgo, Anne",le compte à rebours,https://www.youtube.com/watch?v=-jpsTmZXpc0,#CompteARebours2022|#LeCompteARebours2022|#Hidalgo|#Hidalgo2022|#JT20h,,France 2,,,2022lecompteàrebourshidalgo,60aeb00e-2dac-4f6c-8814-571167c1bfa5
UE35UUGY,,,2022-04-04,radioBroadcast,L'invité de 8h20 : Macron,"Macron, Emmanuel",L'invité de 8h20,,#Le79Inter|#MacronFranceInter|#AvecVous|,,France Inter,,,linvitéde8h20macron,1446f597-92aa-4c4b-8e5a-aa9b2be0ba2f
TF69CVSG,,,2022-04-04,tvBroadcast,Questions de Confiance : Le Pen,"Le Pen, Marine",Questions de Confiance,,#ApollineMatin|#ApollineWakeUp|#QuestionsDeConfiance|#MarinePresidente|#MLaFrance|#MLP2022,,RMC/BFMTV,,,questionsdeconfiancelepen,
MPF659C2,,,2022-04-05,tvBroadcast,"Elysée 2022 : (multiple) Jadot, Zemmour, Poutou, Pécresse, Hidalgo","Jadot, Yannick; Zemmour, Eric; Poutou, Philippe; Pécresse, Valérie; Hidalgo, Anne",Elysée 2022,,#Elysée2022|#Poutou|#Poutou2022|#ZemmourPresident|#ZemmourVSMacron|#ZoZZ|#JeVoteZemmourLe10Avril|#Hidalgo2022|#Hidalgo|#Jadot2022|#FaireFace|#JeVoteJadot|#Pécresse2022|#Pécresse,,France 2,,,elysée2022multiplejadotzemmourpoutoupécressehidalgo,f4ec5ea9-dbcc-46ba-a843-94b99ae89a49
XHFWUCFY,,,2022-04-05,radioBroadcast,L'invité de 8h20 : Le Pen,"Le Pen, Marine",L'invité de 8h20,,#Le79Inter|#MLaFrance|#MarinePresidente|#MLP2022,,France Inter,,,linvitéde8h20lepen,009761ce-ec73-432c-ba82-df25875a44f9
68MXH5T6,,,2022-04-06,tvBroadcast,"2022, le compte à rebours: Roussel","Roussel, Fabien","2022, le compte à rebours",https://www.france.tv/france-2/2022-le-compte-a-rebours/3248788-emission-du-mardi-29-mars-2022.html,#JT20h|#CompteARebours2022|#LeCompteARebours2022|#Roussel|#Roussel2022|#LesJoursHeureux,,France 2,,,2022lecompteàreboursroussel,a9e3afe2-db3e-4c07-90b0-1660d35e8e71
4QQF6UTB,,,2022-04-06,tvBroadcast,"2022, le compte à rebours: Mélenchon","Mélenchon, Jean-Luc","2022, le compte à rebours",https://www.youtube.com/watch?v=ALadzR2-jMA,#MélenchonFrance2|#UnionPopulaire|#Mélenchon2022|#JT20h|#CompteARebours2022|#LeCompteARebours2022,,France 2,,,2022lecompteàreboursmélenchon,47ec5d1c-d6d7-4242-b9bf-7ffe74ac8ebe
UUK8NSFG,,,2022-04-06,radioBroadcast,L'invité de 8h20 : Zemmour,"Zemmour, Eric",L'invité de 8h20,,#Le79Inter|#ZoZZ|#ZemmourPresident|#Zemmour2022|#JeVoteZemmourDimanche,,France Inter,,,linvitéde8h20zemmour,00bc3647-c3d4-4172-b66c-e03f310da252
7LBRR9IT,,,2022-04-06,tvBroadcast,Questions de Confiance : Hidalgo,"Hidalgo, Anne",Questions de Confiance,,#QuestionsDeConfiance|#ApollineMatin|#ApollineWakeUp|#Hidalgo|#Hidalgo2022,,RMC/BFMTV,,,questionsdeconfiancehidalgo,
QY5AIEK7,,,2022-04-07,tvBroadcast,"2022, le compte à rebours: Dupont-Aignan","Dupont-Aignan, Nicolas","2022, le compte à rebours",https://www.france.tv/france-2/2022-le-compte-a-rebours/3248788-emission-du-mardi-29-mars-2022.html,#JT20h|#CompteARebours2022|#LeCompteARebours2022|#2022NDA|#ChoisirLaLiberté,,France 2,,,2022lecompteàreboursdupontaignan,bc8d540e-4bce-48cb-81aa-b14e1f29060c
HF6Z9C3C,,,2022-04-07,radioBroadcast,L'invité de 8h20 : Jadot,"Jadot, Yannick",L'invité de 8h20,,#Le79Inter|#FaireFace|#Jadot2022|#JeVoteJadot,,France Inter,,,linvitéde8h20jadot,16a9c2b3-0c67-4a07-9e36-a53f335c2d8a
CH9GAT3F,,,2022-04-08,radioBroadcast,L'invité de 8h20 : Pécresse,"Pécresse, Valérie",L'invité de 8h20,,#Le79Inter|#Pécresse2022|#Pécresse|#JeVotePécresse,,France Inter,,,linvitéde8h20pécresse,
AD4XFH7E,,,2022-04-12,tvBroadcast,Le JT de 20h : Le Pen,"Le Pen, Marine",Le JT de 20h,https://www.tf1.fr/tf1/jt-20h/videos/le-20-heures-du-12-avril-2022-06898355.html,#JT20h #MLaFrance|#MarinePresidente|#MLP2022,,TF1,,,lejtde20hlepen,
HPKN6GGH,,,2022-04-12,radioBroadcast,Un candidat face au 7/9 : Le Pen,"Le Pen, Marine",Un candidat face au 7/9,,#le79inter|#Elysee2022,#MLaFrance|#MarinePresidente|#MLP2022,France Inter,,,uncandidatfaceau79lepen,e46075e2-c71f-4801-a101-2493683cf3e8
GCXSJK57,,,2022-04-13,tvBroadcast,Le JT de 20h : Macron,"Macron, Emmanuel",Le JT de 20h,,#JT20h #NousTous|#AvecVous|#Macron|#MacronTF1,,TF1,,,lejtde20hmacron,
UE47TU36,,,2022-04-15,tvBroadcast,Une Heure pour l'Elysée : Le Pen,"Le Pen, Marine",Une Heure pour l'Elysée,,#MarinePrésidente|#MLP2022|#MLaFrance|#DimancheJeVoteMarine|#ApollineMatin|#ApollineWakeUp|#UneHeurePourlElysée,,RMC/BFMTV,,,uneheurepourlelyséelepen,
MZ924EF6,,,2022-04-18,radioBroadcast,Ma France : Le Pen,"Le Pen, Marine",Ma France,,#MarinePrésidente|#MaFrance|#MLP2022|#MLaFrance|#DimancheJeVoteMarine,,France Bleu,,,mafrancelepen,
ULUXNEHX,,,2022-04-22,radioBroadcast,Un candidat face au 7/9 : Macron,"Macron, Emmanuel",Un candidat face au 7/9,,,,France Inter,,,uncandidatfaceau79macron,
